sigla,ano,quesito,jurado,nota
SCL,2012,Harmonia,J4,9.9
SCL,2012,Samba-Enredo,J4,9.7
SCL,2012,Pen.,Pen.,0
SCL,2012,Conjunto,J4,9.9
SCL,2012,Conjunto,J3,9.9
SCL,2012,Conjunto,J2,9.7
SCL,2012,Evolução,J3,9.8
SCL,2012,Alegorias e Adereços,J2,9.6
SCL,2012,Alegorias e Adereços,J1,9.7
SCL,2012,Comissão de Frente,J4,9.7
SCL,2012,Harmonia,J1,9.8
SCL,2012,Comissão de Frente,J3,9.7
SCL,2012,Comissão de Frente,J2,9.6
SCL,2012,Comissão de Frente,J1,9.6
SCL,2012,Alegorias e Adereços,J4,9.8
SCL,2012,Alegorias e Adereços,J3,9.9
SCL,2012,Evolução,J4,9.9
SCL,2012,Bateria,J1,9.8
SCL,2012,Bateria,J2,10
SCL,2012,Bateria,J3,9.8
SCL,2012,Bateria,J4,9.7
SCL,2012,Enredo,J1,10
SCL,2012,Enredo,J2,9.8
SCL,2012,Enredo,J3,9.9
SCL,2012,Enredo,J4,9.7
SCL,2012,Samba-Enredo,J1,9.8
TIJ,2012,Fantasias,J2,9.7
TIJ,2012,Fantasias,J3,10
TIJ,2012,Fantasias,J1,10
TIJ,2012,Mestre-Sala e Porta-Bandeira,J4,10
TIJ,2012,Mestre-Sala e Porta-Bandeira,J3,10
TIJ,2012,Mestre-Sala e Porta-Bandeira,J2,10
TIJ,2012,Mestre-Sala e Porta-Bandeira,J1,10
TIJ,2012,Pen.,Pen.,0
TIJ,2012,Samba-Enredo,J4,10
TIJ,2012,Samba-Enredo,J3,10
TIJ,2012,Samba-Enredo,J2,9.9
TIJ,2012,Samba-Enredo,J1,10
TIJ,2012,Enredo,J4,10
TIJ,2012,Enredo,J3,10
TIJ,2012,Enredo,J2,10
TIJ,2012,Enredo,J1,9.9
TIJ,2012,Bateria,J4,9.9
TIJ,2012,Bateria,J3,10
TIJ,2012,Bateria,J2,10
TIJ,2012,Bateria,J1,10
TIJ,2012,Harmonia,J4,10
TIJ,2012,Harmonia,J3,10
TIJ,2012,Harmonia,J2,10
TIJ,2012,Harmonia,J1,10
TIJ,2012,Comissão de Frente,J4,10
TIJ,2012,Comissão de Frente,J3,10
TIJ,2012,Comissão de Frente,J2,10
TIJ,2012,Comissão de Frente,J1,10
TIJ,2012,Alegorias e Adereços,J4,10
TIJ,2012,Alegorias e Adereços,J3,9.9
TIJ,2012,Alegorias e Adereços,J2,9.9
TIJ,2012,Alegorias e Adereços,J1,10
TIJ,2012,Evolução,J4,10
TIJ,2012,Evolução,J3,9.9
TIJ,2012,Evolução,J2,10
TIJ,2012,Evolução,J1,10
TIJ,2012,Conjunto,J4,10
TIJ,2012,Conjunto,J3,9.9
TIJ,2012,Conjunto,J2,10
TIJ,2012,Conjunto,J1,10
TIJ,2012,Fantasias,J4,10
UNI,2012,Comissão de Frente,J3,10
UNI,2012,Comissão de Frente,J2,9.8
UNI,2012,Comissão de Frente,J1,10
UNI,2012,Alegorias e Adereços,J4,9.8
UNI,2012,Alegorias e Adereços,J3,9.8
UNI,2012,Mestre-Sala e Porta-Bandeira,J2,9.8
UNI,2012,Mestre-Sala e Porta-Bandeira,J1,9.9
UNI,2012,Evolução,J4,9.9
UNI,2012,Evolução,J3,9.8
UNI,2012,Alegorias e Adereços,J2,9.8
UNI,2012,Alegorias e Adereços,J1,9.8
UNI,2012,Pen.,Pen.,0
UNI,2012,Samba-Enredo,J4,9.7
UNI,2012,Samba-Enredo,J3,9.9
UNI,2012,Samba-Enredo,J2,9.9
UNI,2012,Evolução,J2,9.9
UNI,2012,Evolução,J1,9.7
UNI,2012,Conjunto,J4,9.6
UNI,2012,Conjunto,J3,9.8
UNI,2012,Conjunto,J2,9.9
UNI,2012,Conjunto,J1,9.7
UNI,2012,Fantasias,J4,10
UNI,2012,Fantasias,J3,9.9
UNI,2012,Samba-Enredo,J1,9.6
UNI,2012,Enredo,J4,9.9
UNI,2012,Enredo,J3,9.9
UNI,2012,Enredo,J2,9.9
UNI,2012,Enredo,J1,9.8
UNI,2012,Fantasias,J2,10
UNI,2012,Fantasias,J1,10
UNI,2012,Mestre-Sala e Porta-Bandeira,J4,9.8
UNI,2012,Bateria,J4,9.7
UNI,2012,Mestre-Sala e Porta-Bandeira,J3,9.8
UNI,2012,Bateria,J3,9.9
UNI,2012,Bateria,J2,9.8
UNI,2012,Bateria,J1,9.9
UNI,2012,Harmonia,J4,9.9
UNI,2012,Harmonia,J3,9.9
UNI,2012,Harmonia,J2,9.9
UNI,2012,Harmonia,J1,9.7
UNI,2012,Comissão de Frente,J4,9.7
VIS,2012,Samba-Enredo,J2,10
VIS,2012,Samba-Enredo,J4,10
VIS,2012,Pen.,Pen.,0
VIS,2012,Fantasias,J1,10
VIS,2012,Alegorias e Adereços,J2,9.9
VIS,2012,Fantasias,J2,9.9
VIS,2012,Fantasias,J3,10
VIS,2012,Fantasias,J4,10
VIS,2012,Conjunto,J1,10
VIS,2012,Conjunto,J2,10
VIS,2012,Conjunto,J3,10
VIS,2012,Conjunto,J4,10
VIS,2012,Alegorias e Adereços,J1,9.9
VIS,2012,Evolução,J4,10
VIS,2012,Evolução,J1,10
VIS,2012,Evolução,J2,10
VIS,2012,Evolução,J3,10
VIS,2012,Mestre-Sala e Porta-Bandeira,J1,10
VIS,2012,Mestre-Sala e Porta-Bandeira,J2,10
VIS,2012,Mestre-Sala e Porta-Bandeira,J3,10
VIS,2012,Mestre-Sala e Porta-Bandeira,J4,10
VIS,2012,Alegorias e Adereços,J3,9.9
VIS,2012,Alegorias e Adereços,J4,9.7
VIS,2012,Comissão de Frente,J1,9.9
VIS,2012,Comissão de Frente,J2,10
VIS,2012,Comissão de Frente,J3,10
VIS,2012,Comissão de Frente,J4,10
VIS,2012,Harmonia,J1,10
VIS,2012,Harmonia,J2,10
VIS,2012,Harmonia,J3,10
VIS,2012,Harmonia,J4,10
VIS,2012,Bateria,J1,10
VIS,2012,Bateria,J2,9.9
VIS,2012,Bateria,J3,9.8
VIS,2012,Bateria,J4,9.9
VIS,2012,Enredo,J1,10
VIS,2012,Enredo,J2,10
VIS,2012,Enredo,J3,10
VIS,2012,Enredo,J4,10
VIS,2012,Samba-Enredo,J1,10
VIS,2012,Samba-Enredo,J3,10
BJF,2013,Comissão de Frente,J4,9.7
BJF,2013,Harmonia,J1,9.9
BJF,2013,Harmonia,J2,10
BJF,2013,Harmonia,J3,10
BJF,2013,Harmonia,J4,10
BJF,2013,Conjunto,J1,9.9
BJF,2013,Conjunto,J2,10
BJF,2013,Conjunto,J3,9.9
BJF,2013,Conjunto,J4,10
BJF,2013,Mestre-Sala e Porta-Bandeira,J1,10
BJF,2013,Mestre-Sala e Porta-Bandeira,J2,10
BJF,2013,Mestre-Sala e Porta-Bandeira,J3,10
BJF,2013,Mestre-Sala e Porta-Bandeira,J4,10
BJF,2013,Enredo,J1,9.9
BJF,2013,Enredo,J2,10
BJF,2013,Enredo,J3,10
BJF,2013,Enredo,J4,9.9
BJF,2013,Comissão de Frente,J1,9.9
BJF,2013,Comissão de Frente,J2,10
BJF,2013,Comissão de Frente,J3,10
BJF,2013,Alegorias e Adereços,J1,9.9
BJF,2013,Alegorias e Adereços,J2,9.9
BJF,2013,Alegorias e Adereços,J3,9.9
BJF,2013,Alegorias e Adereços,J4,9.9
BJF,2013,Bateria,J1,10
BJF,2013,Bateria,J2,9.9
BJF,2013,Bateria,J3,10
BJF,2013,Bateria,J4,10
BJF,2013,Samba-Enredo,J1,10
BJF,2013,Samba-Enredo,J2,10
BJF,2013,Samba-Enredo,J3,10
BJF,2013,Samba-Enredo,J4,9.9
BJF,2013,Fantasias,J1,10
BJF,2013,Fantasias,J2,10
BJF,2013,Fantasias,J3,9.9
BJF,2013,Fantasias,J4,10
BJF,2013,Evolução,J1,9.9
BJF,2013,Evolução,J2,10
BJF,2013,Evolução,J3,10
BJF,2013,Evolução,J4,10
BJF,2013,Pen.,Pen.,0
GRA,2013,Conjunto,J3,9.8
GRA,2013,Conjunto,J4,9.9
GRA,2013,Harmonia,J4,9.9
GRA,2013,Mestre-Sala e Porta-Bandeira,J1,9.7
GRA,2013,Comissão de Frente,J2,10
GRA,2013,Evolução,J1,10
GRA,2013,Evolução,J2,9.8
GRA,2013,Evolução,J3,10
GRA,2013,Evolução,J4,9.9
GRA,2013,Pen.,Pen.,0
GRA,2013,Harmonia,J3,9.8
GRA,2013,Harmonia,J2,9.6
GRA,2013,Harmonia,J1,10
GRA,2013,Comissão de Frente,J4,10
GRA,2013,Alegorias e Adereços,J1,9.8
GRA,2013,Comissão de Frente,J3,9.9
GRA,2013,Mestre-Sala e Porta-Bandeira,J2,9.8
GRA,2013,Mestre-Sala e Porta-Bandeira,J3,10
GRA,2013,Mestre-Sala e Porta-Bandeira,J4,10
GRA,2013,Enredo,J2,10
GRA,2013,Samba-Enredo,J1,9.8
GRA,2013,Enredo,J3,9.9
GRA,2013,Enredo,J4,10
GRA,2013,Comissão de Frente,J1,9.7
GRA,2013,Enredo,J1,9.6
GRA,2013,Alegorias e Adereços,J2,9.9
GRA,2013,Alegorias e Adereços,J3,9.7
GRA,2013,Alegorias e Adereços,J4,10
GRA,2013,Fantasias,J4,10
GRA,2013,Fantasias,J3,9.7
GRA,2013,Fantasias,J2,9.9
GRA,2013,Fantasias,J1,9.6
GRA,2013,Samba-Enredo,J4,9.6
GRA,2013,Samba-Enredo,J3,9.6
GRA,2013,Samba-Enredo,J2,9.6
GRA,2013,Bateria,J4,9.8
GRA,2013,Bateria,J3,10
GRA,2013,Bateria,J2,10
GRA,2013,Bateria,J1,9.7
GRA,2013,Conjunto,J1,10
GRA,2013,Conjunto,J2,10
IMP,2013,Mestre-Sala e Porta-Bandeira,J1,9.8
IMP,2013,Pen.,Pen.,0
IMP,2013,Evolução,J4,10
IMP,2013,Evolução,J3,9.9
IMP,2013,Evolução,J2,9.9
IMP,2013,Evolução,J1,9.9
IMP,2013,Comissão de Frente,J3,10
IMP,2013,Comissão de Frente,J4,9.9
IMP,2013,Alegorias e Adereços,J1,9.8
IMP,2013,Fantasias,J4,9.9
IMP,2013,Alegorias e Adereços,J2,9.9
IMP,2013,Alegorias e Adereços,J3,9.9
IMP,2013,Alegorias e Adereços,J4,10
IMP,2013,Bateria,J1,9.9
IMP,2013,Fantasias,J3,10
IMP,2013,Fantasias,J2,9.9
IMP,2013,Fantasias,J1,10
IMP,2013,Samba-Enredo,J4,9.9
IMP,2013,Samba-Enredo,J3,9.8
IMP,2013,Samba-Enredo,J2,9.9
IMP,2013,Samba-Enredo,J1,9.9
IMP,2013,Bateria,J4,9.7
IMP,2013,Bateria,J3,9.9
IMP,2013,Bateria,J2,10
IMP,2013,Harmonia,J1,9.9
IMP,2013,Harmonia,J2,10
IMP,2013,Harmonia,J3,10
IMP,2013,Harmonia,J4,10
IMP,2013,Conjunto,J1,9.8
IMP,2013,Conjunto,J2,9.9
IMP,2013,Conjunto,J3,10
IMP,2013,Conjunto,J4,9.9
IMP,2013,Mestre-Sala e Porta-Bandeira,J2,10
IMP,2013,Mestre-Sala e Porta-Bandeira,J3,9.9
IMP,2013,Mestre-Sala e Porta-Bandeira,J4,9.7
IMP,2013,Enredo,J1,10
IMP,2013,Enredo,J2,9.9
IMP,2013,Enredo,J3,10
IMP,2013,Enredo,J4,10
IMP,2013,Comissão de Frente,J1,9.8
IMP,2013,Comissão de Frente,J2,9.9
INO,2013,Bateria,J1,9.9
INO,2013,Harmonia,J1,9.6
INO,2013,Pen.,Pen.,0
INO,2013,Alegorias e Adereços,J4,9.5
INO,2013,Samba-Enredo,J4,9.8
INO,2013,Samba-Enredo,J3,9.8
INO,2013,Samba-Enredo,J2,9.8
INO,2013,Mestre-Sala e Porta-Bandeira,J4,9.8
INO,2013,Enredo,J1,9.6
INO,2013,Enredo,J2,9.7
INO,2013,Enredo,J3,9.7
INO,2013,Enredo,J4,9.7
INO,2013,Evolução,J4,9.8
INO,2013,Mestre-Sala e Porta-Bandeira,J3,9.8
INO,2013,Mestre-Sala e Porta-Bandeira,J2,9.8
INO,2013,Mestre-Sala e Porta-Bandeira,J1,10
INO,2013,Comissão de Frente,J1,9.6
INO,2013,Comissão de Frente,J2,9.7
INO,2013,Comissão de Frente,J3,9.6
INO,2013,Comissão de Frente,J4,9.8
INO,2013,Alegorias e Adereços,J1,9.5
INO,2013,Conjunto,J4,9.7
INO,2013,Conjunto,J3,9.6
INO,2013,Conjunto,J2,9.7
INO,2013,Conjunto,J1,9.6
INO,2013,Harmonia,J4,9.7
INO,2013,Harmonia,J3,9.6
INO,2013,Harmonia,J2,9.5
INO,2013,Fantasias,J1,9.6
INO,2013,Fantasias,J2,9.6
INO,2013,Fantasias,J3,9.6
INO,2013,Alegorias e Adereços,J2,9.6
INO,2013,Fantasias,J4,9.5
INO,2013,Evolução,J1,9.7
INO,2013,Evolução,J2,9.6
INO,2013,Alegorias e Adereços,J3,9.6
INO,2013,Evolução,J3,9.7
INO,2013,Samba-Enredo,J1,9.7
INO,2013,Bateria,J4,9.7
INO,2013,Bateria,J3,9.6
INO,2013,Bateria,J2,9.7
MAN,2013,Samba-Enredo,J3,9.7
MAN,2013,Harmonia,J1,9.8
MAN,2013,Harmonia,J2,9.7
MAN,2013,Harmonia,J3,10
MAN,2013,Harmonia,J4,9.9
MAN,2013,Conjunto,J1,9.9
MAN,2013,Conjunto,J2,9.7
MAN,2013,Conjunto,J3,10
MAN,2013,Conjunto,J4,9.6
MAN,2013,Mestre-Sala e Porta-Bandeira,J1,10
MAN,2013,Mestre-Sala e Porta-Bandeira,J2,10
MAN,2013,Mestre-Sala e Porta-Bandeira,J3,10
MAN,2013,Mestre-Sala e Porta-Bandeira,J4,10
MAN,2013,Enredo,J1,10
MAN,2013,Enredo,J2,9.9
MAN,2013,Enredo,J3,10
MAN,2013,Enredo,J4,10
MAN,2013,Comissão de Frente,J1,9.9
MAN,2013,Comissão de Frente,J2,9.6
MAN,2013,Pen.,Pen.,-0.6
MAN,2013,Evolução,J4,9.6
MAN,2013,Evolução,J3,9.9
MAN,2013,Evolução,J2,9.9
MAN,2013,Evolução,J1,9.9
MAN,2013,Fantasias,J4,9.6
MAN,2013,Fantasias,J3,10
MAN,2013,Fantasias,J2,10
MAN,2013,Fantasias,J1,9.8
MAN,2013,Samba-Enredo,J4,9.9
MAN,2013,Samba-Enredo,J2,9.9
MAN,2013,Samba-Enredo,J1,9.8
MAN,2013,Bateria,J4,10
MAN,2013,Bateria,J3,10
MAN,2013,Bateria,J2,9.9
MAN,2013,Bateria,J1,10
MAN,2013,Alegorias e Adereços,J4,9.3
MAN,2013,Alegorias e Adereços,J3,9.8
MAN,2013,Alegorias e Adereços,J2,9.8
MAN,2013,Alegorias e Adereços,J1,9.8
MAN,2013,Comissão de Frente,J4,9.5
MAN,2013,Comissão de Frente,J3,9.8
MOC,2013,Enredo,J2,9.6
MOC,2013,Enredo,J1,9.7
MOC,2013,Mestre-Sala e Porta-Bandeira,J4,9.8
MOC,2013,Mestre-Sala e Porta-Bandeira,J3,9.8
MOC,2013,Bateria,J2,9.9
MOC,2013,Bateria,J3,10
MOC,2013,Bateria,J4,9.6
MOC,2013,Samba-Enredo,J1,9.6
MOC,2013,Samba-Enredo,J2,9.7
MOC,2013,Samba-Enredo,J3,9.7
MOC,2013,Samba-Enredo,J4,9.7
MOC,2013,Fantasias,J1,9.7
MOC,2013,Fantasias,J2,9.8
MOC,2013,Pen.,Pen.,0
MOC,2013,Evolução,J4,9.6
MOC,2013,Evolução,J3,9.8
MOC,2013,Evolução,J2,9.7
MOC,2013,Evolução,J1,9.8
MOC,2013,Fantasias,J4,9.6
MOC,2013,Fantasias,J3,10
MOC,2013,Harmonia,J1,9.7
MOC,2013,Harmonia,J2,9.7
MOC,2013,Harmonia,J3,9.7
MOC,2013,Harmonia,J4,9.8
MOC,2013,Conjunto,J1,9.9
MOC,2013,Conjunto,J2,9.8
MOC,2013,Conjunto,J3,9.8
MOC,2013,Bateria,J1,9.8
MOC,2013,Conjunto,J4,9.7
MOC,2013,Mestre-Sala e Porta-Bandeira,J1,9.7
MOC,2013,Mestre-Sala e Porta-Bandeira,J2,9.9
MOC,2013,Alegorias e Adereços,J4,9.6
MOC,2013,Alegorias e Adereços,J3,9.7
MOC,2013,Alegorias e Adereços,J2,9.8
MOC,2013,Alegorias e Adereços,J1,9.8
MOC,2013,Comissão de Frente,J4,9.7
MOC,2013,Comissão de Frente,J3,9.8
MOC,2013,Comissão de Frente,J2,9.9
MOC,2013,Comissão de Frente,J1,9.5
MOC,2013,Enredo,J4,9.6
MOC,2013,Enredo,J3,9.7
POR,2013,Enredo,J2,9.8
POR,2013,Enredo,J1,9.8
POR,2013,Mestre-Sala e Porta-Bandeira,J4,9.9
POR,2013,Mestre-Sala e Porta-Bandeira,J3,9.9
POR,2013,Samba-Enredo,J4,10
POR,2013,Samba-Enredo,J3,10
POR,2013,Pen.,Pen.,0
POR,2013,Evolução,J4,9.7
POR,2013,Samba-Enredo,J2,10
POR,2013,Samba-Enredo,J1,10
POR,2013,Bateria,J4,9.9
POR,2013,Enredo,J3,9.8
POR,2013,Evolução,J3,9.8
POR,2013,Evolução,J2,10
POR,2013,Evolução,J1,10
POR,2013,Fantasias,J4,9.7
POR,2013,Fantasias,J3,9.9
POR,2013,Fantasias,J2,9.7
POR,2013,Bateria,J2,10
POR,2013,Bateria,J3,10
POR,2013,Mestre-Sala e Porta-Bandeira,J2,9.9
POR,2013,Fantasias,J1,9.7
POR,2013,Comissão de Frente,J1,9.5
POR,2013,Comissão de Frente,J2,9.8
POR,2013,Harmonia,J4,10
POR,2013,Enredo,J4,9.8
POR,2013,Bateria,J1,10
POR,2013,Comissão de Frente,J3,9.9
POR,2013,Comissão de Frente,J4,9.7
POR,2013,Mestre-Sala e Porta-Bandeira,J1,9.8
POR,2013,Conjunto,J4,9.7
POR,2013,Conjunto,J3,9.9
POR,2013,Conjunto,J2,10
POR,2013,Alegorias e Adereços,J1,9.8
POR,2013,Alegorias e Adereços,J2,9.8
POR,2013,Alegorias e Adereços,J3,9.7
POR,2013,Alegorias e Adereços,J4,9.5
POR,2013,Harmonia,J1,10
POR,2013,Harmonia,J2,10
POR,2013,Harmonia,J3,9.9
POR,2013,Conjunto,J1,9.8
SAL,2013,Bateria,J4,9.8
SAL,2013,Samba-Enredo,J3,9.6
SAL,2013,Samba-Enredo,J4,9.9
SAL,2013,Conjunto,J4,10
SAL,2013,Mestre-Sala e Porta-Bandeira,J1,9.8
SAL,2013,Mestre-Sala e Porta-Bandeira,J2,9.9
SAL,2013,Mestre-Sala e Porta-Bandeira,J3,9.9
SAL,2013,Mestre-Sala e Porta-Bandeira,J4,10
SAL,2013,Enredo,J1,9.9
SAL,2013,Enredo,J2,10
SAL,2013,Enredo,J3,9.9
SAL,2013,Enredo,J4,9.9
SAL,2013,Comissão de Frente,J1,9.9
SAL,2013,Comissão de Frente,J2,9.9
SAL,2013,Comissão de Frente,J3,9.9
SAL,2013,Comissão de Frente,J4,10
SAL,2013,Alegorias e Adereços,J1,9.9
SAL,2013,Alegorias e Adereços,J2,9.9
SAL,2013,Alegorias e Adereços,J3,9.9
SAL,2013,Alegorias e Adereços,J4,10
SAL,2013,Bateria,J1,9.8
SAL,2013,Bateria,J2,10
SAL,2013,Bateria,J3,10
SAL,2013,Samba-Enredo,J1,9.9
SAL,2013,Fantasias,J1,9.9
SAL,2013,Fantasias,J2,10
SAL,2013,Fantasias,J3,9.8
SAL,2013,Fantasias,J4,10
SAL,2013,Evolução,J1,9.9
SAL,2013,Conjunto,J3,9.9
SAL,2013,Evolução,J2,9.9
SAL,2013,Evolução,J3,9.9
SAL,2013,Evolução,J4,10
SAL,2013,Pen.,Pen.,0
SAL,2013,Conjunto,J2,10
SAL,2013,Conjunto,J1,9.9
SAL,2013,Harmonia,J4,9.9
SAL,2013,Harmonia,J3,9.8
SAL,2013,Harmonia,J2,9.9
SAL,2013,Harmonia,J1,9.9
SAL,2013,Samba-Enredo,J2,9.8
SCL,2013,Alegorias e Adereços,J4,9.4
SCL,2013,Bateria,J1,10
SCL,2013,Bateria,J2,9.9
SCL,2013,Bateria,J3,9.7
SCL,2013,Bateria,J4,9.9
SCL,2013,Samba-Enredo,J1,9.8
SCL,2013,Samba-Enredo,J2,9.6
SCL,2013,Samba-Enredo,J3,9.9
SCL,2013,Alegorias e Adereços,J3,9.6
SCL,2013,Alegorias e Adereços,J2,9.7
SCL,2013,Alegorias e Adereços,J1,9.7
SCL,2013,Samba-Enredo,J4,9.7
SCL,2013,Comissão de Frente,J4,9.7
SCL,2013,Comissão de Frente,J3,9.8
SCL,2013,Fantasias,J1,9.8
SCL,2013,Fantasias,J2,9.8
SCL,2013,Fantasias,J3,9.7
SCL,2013,Fantasias,J4,9.6
SCL,2013,Evolução,J1,10
SCL,2013,Evolução,J2,9.8
SCL,2013,Evolução,J3,9.8
SCL,2013,Comissão de Frente,J2,9.6
SCL,2013,Comissão de Frente,J1,9.5
SCL,2013,Enredo,J4,9.6
SCL,2013,Enredo,J3,9.4
SCL,2013,Enredo,J2,10
SCL,2013,Enredo,J1,9.6
SCL,2013,Mestre-Sala e Porta-Bandeira,J4,9.9
SCL,2013,Mestre-Sala e Porta-Bandeira,J3,9.8
SCL,2013,Mestre-Sala e Porta-Bandeira,J2,9.8
SCL,2013,Mestre-Sala e Porta-Bandeira,J1,9.7
SCL,2013,Conjunto,J4,9.7
SCL,2013,Conjunto,J3,9.6
SCL,2013,Conjunto,J2,9.7
SCL,2013,Conjunto,J1,9.8
SCL,2013,Harmonia,J4,9.7
SCL,2013,Harmonia,J3,9.8
SCL,2013,Harmonia,J2,9.7
SCL,2013,Harmonia,J1,9.9
SCL,2013,Pen.,Pen.,0
SCL,2013,Evolução,J4,9.7
TIJ,2013,Comissão de Frente,J4,10
TIJ,2013,Fantasias,J2,9.9
TIJ,2013,Fantasias,J1,10
TIJ,2013,Samba-Enredo,J4,9.8
TIJ,2013,Samba-Enredo,J3,9.7
TIJ,2013,Samba-Enredo,J2,9.9
TIJ,2013,Samba-Enredo,J1,10
TIJ,2013,Bateria,J4,10
TIJ,2013,Bateria,J3,9.9
TIJ,2013,Bateria,J2,10
TIJ,2013,Bateria,J1,10
TIJ,2013,Alegorias e Adereços,J4,9.7
TIJ,2013,Alegorias e Adereços,J3,10
TIJ,2013,Alegorias e Adereços,J2,10
TIJ,2013,Alegorias e Adereços,J1,10
TIJ,2013,Comissão de Frente,J3,10
TIJ,2013,Comissão de Frente,J2,10
TIJ,2013,Comissão de Frente,J1,9.9
TIJ,2013,Enredo,J4,10
TIJ,2013,Enredo,J3,10
TIJ,2013,Enredo,J2,10
TIJ,2013,Enredo,J1,10
TIJ,2013,Mestre-Sala e Porta-Bandeira,J4,9.8
TIJ,2013,Mestre-Sala e Porta-Bandeira,J3,9.9
TIJ,2013,Mestre-Sala e Porta-Bandeira,J2,9.9
TIJ,2013,Mestre-Sala e Porta-Bandeira,J1,10
TIJ,2013,Conjunto,J4,9.9
TIJ,2013,Conjunto,J3,10
TIJ,2013,Conjunto,J2,10
TIJ,2013,Conjunto,J1,10
TIJ,2013,Harmonia,J4,9.9
TIJ,2013,Harmonia,J3,10
TIJ,2013,Harmonia,J2,9.8
TIJ,2013,Harmonia,J1,10
TIJ,2013,Pen.,Pen.,0
TIJ,2013,Fantasias,J3,10
TIJ,2013,Fantasias,J4,9.8
TIJ,2013,Evolução,J1,10
TIJ,2013,Evolução,J2,10
TIJ,2013,Evolução,J3,9.9
TIJ,2013,Evolução,J4,9.9
UNI,2013,Samba-Enredo,J4,9.6
UNI,2013,Samba-Enredo,J3,9.6
UNI,2013,Samba-Enredo,J2,10
UNI,2013,Samba-Enredo,J1,9.7
UNI,2013,Bateria,J4,9.6
UNI,2013,Bateria,J3,9.8
UNI,2013,Bateria,J2,9.8
UNI,2013,Bateria,J1,9.7
UNI,2013,Alegorias e Adereços,J4,10
UNI,2013,Alegorias e Adereços,J3,9.8
UNI,2013,Alegorias e Adereços,J2,9.8
UNI,2013,Alegorias e Adereços,J1,9.8
UNI,2013,Comissão de Frente,J4,9.7
UNI,2013,Mestre-Sala e Porta-Bandeira,J1,9.8
UNI,2013,Harmonia,J4,9.8
UNI,2013,Harmonia,J2,9.9
UNI,2013,Harmonia,J1,9.8
UNI,2013,Fantasias,J3,9.7
UNI,2013,Conjunto,J1,9.8
UNI,2013,Conjunto,J2,9.8
UNI,2013,Conjunto,J3,9.7
UNI,2013,Mestre-Sala e Porta-Bandeira,J2,9.8
UNI,2013,Mestre-Sala e Porta-Bandeira,J3,9.9
UNI,2013,Mestre-Sala e Porta-Bandeira,J4,9.8
UNI,2013,Enredo,J1,10
UNI,2013,Conjunto,J4,9.8
UNI,2013,Pen.,Pen.,0
UNI,2013,Evolução,J4,9.8
UNI,2013,Evolução,J3,9.8
UNI,2013,Comissão de Frente,J3,9.7
UNI,2013,Comissão de Frente,J2,9.8
UNI,2013,Comissão de Frente,J1,9.6
UNI,2013,Enredo,J4,10
UNI,2013,Enredo,J3,9.9
UNI,2013,Enredo,J2,9.9
UNI,2013,Evolução,J2,9.7
UNI,2013,Evolução,J1,9.8
UNI,2013,Fantasias,J4,10
UNI,2013,Harmonia,J3,9.8
UNI,2013,Fantasias,J2,9.9
UNI,2013,Fantasias,J1,9.9
VIS,2013,Pen.,Pen.,0
VIS,2013,Comissão de Frente,J4,9.9
VIS,2013,Alegorias e Adereços,J1,10
VIS,2013,Alegorias e Adereços,J2,10
VIS,2013,Alegorias e Adereços,J3,10
VIS,2013,Alegorias e Adereços,J4,9.6
VIS,2013,Bateria,J1,9.8
VIS,2013,Bateria,J2,9.9
VIS,2013,Bateria,J3,10
VIS,2013,Bateria,J4,9.9
VIS,2013,Samba-Enredo,J1,10
VIS,2013,Samba-Enredo,J2,10
VIS,2013,Samba-Enredo,J3,9.8
VIS,2013,Samba-Enredo,J4,10
VIS,2013,Fantasias,J1,10
VIS,2013,Fantasias,J2,10
VIS,2013,Fantasias,J3,10
VIS,2013,Fantasias,J4,9.9
VIS,2013,Evolução,J1,10
VIS,2013,Evolução,J2,10
VIS,2013,Evolução,J3,10
VIS,2013,Evolução,J4,10
VIS,2013,Enredo,J4,10
VIS,2013,Enredo,J3,10
VIS,2013,Enredo,J2,9.8
VIS,2013,Enredo,J1,10
VIS,2013,Mestre-Sala e Porta-Bandeira,J4,10
VIS,2013,Mestre-Sala e Porta-Bandeira,J3,10
VIS,2013,Mestre-Sala e Porta-Bandeira,J2,10
VIS,2013,Mestre-Sala e Porta-Bandeira,J1,10
VIS,2013,Conjunto,J4,10
VIS,2013,Conjunto,J3,10
VIS,2013,Conjunto,J2,10
VIS,2013,Conjunto,J1,10
VIS,2013,Harmonia,J4,10
VIS,2013,Harmonia,J3,10
VIS,2013,Harmonia,J2,10
VIS,2013,Harmonia,J1,10
VIS,2013,Comissão de Frente,J3,10
VIS,2013,Comissão de Frente,J2,9.9
VIS,2013,Comissão de Frente,J1,10
BJF,2014,Harmonia,J2,10
BJF,2014,Harmonia,J1,9.9
BJF,2014,Samba-Enredo,J4,9.5
BJF,2014,Samba-Enredo,J3,9.6
BJF,2014,Samba-Enredo,J2,9.8
BJF,2014,Samba-Enredo,J1,9.6
BJF,2014,Mestre-Sala e Porta-Bandeira,J4,9.7
BJF,2014,Mestre-Sala e Porta-Bandeira,J3,9.9
BJF,2014,Mestre-Sala e Porta-Bandeira,J2,10
BJF,2014,Bateria,J2,10
BJF,2014,Bateria,J3,10
BJF,2014,Bateria,J4,10
BJF,2014,Enredo,J3,9.7
BJF,2014,Enredo,J2,9.8
BJF,2014,Enredo,J1,9.8
