sigla,ano,quesito,jurado,nota
UNI,1999,Comissão de Frente,J1,9
UNI,1999,Comissão de Frente,J2,10
UNI,1999,Comissão de Frente,J3,10
UNI,1999,Fantasias,J1,9.5
UNI,1999,Fantasias,J2,10
UNI,1999,Fantasias,J3,9
UNI,1999,Alegorias e Adereços,J1,9.5
UNI,1999,Alegorias e Adereços,J2,9
UNI,1999,Alegorias e Adereços,J3,9
UNI,1999,Enredo,J1,9
UNI,1999,Enredo,J2,9
UNI,1999,Enredo,J3,9.5
UNI,1999,Evolução,J1,9.5
UNI,1999,Evolução,J2,8
UNI,1999,Evolução,J3,9
UNI,1999,Harmonia,J1,9
UNI,1999,Harmonia,J2,9.5
UNI,1999,Bateria,J3,9
UNI,1999,Bateria,J2,10
UNI,1999,Bateria,J1,10
UNI,1999,Samba-Enredo,J3,9.5
UNI,1999,Samba-Enredo,J2,10
VIR,1999,Harmonia,J2,10
VIR,1999,Harmonia,J1,9.5
VIR,1999,Evolução,J3,10
VIR,1999,Alegorias e Adereços,J1,10
VIR,1999,Fantasias,J3,10
VIR,1999,Fantasias,J2,9.5
VIR,1999,Mestre-Sala e Porta-Bandeira,J2,10
VIR,1999,Mestre-Sala e Porta-Bandeira,J3,10
VIR,1999,Comissão de Frente,J1,9.5
VIR,1999,Comissão de Frente,J2,10
VIR,1999,Comissão de Frente,J3,10
VIR,1999,Fantasias,J1,10
VIR,1999,Bateria,J3,10
VIR,1999,Mestre-Sala e Porta-Bandeira,J1,9.5
VIR,1999,Evolução,J2,10
VIR,1999,Evolução,J1,10
VIR,1999,Enredo,J3,10
VIR,1999,Enredo,J2,9.5
VIR,1999,Enredo,J1,10
VIR,1999,Alegorias e Adereços,J3,10
VIR,1999,Alegorias e Adereços,J2,10
VIR,1999,Bateria,J2,10
VIR,1999,Bateria,J1,10
VIR,1999,Samba-Enredo,J3,10
VIR,1999,Samba-Enredo,J2,10
VIR,1999,Samba-Enredo,J1,10
VIR,1999,Harmonia,J3,10
VIS,1999,Comissão de Frente,J3,10
VIS,1999,Comissão de Frente,J2,9.5
VIS,1999,Bateria,J3,10
VIS,1999,Bateria,J2,9.5
VIS,1999,Bateria,J1,10
VIS,1999,Samba-Enredo,J3,9
VIS,1999,Comissão de Frente,J1,9.5
VIS,1999,Mestre-Sala e Porta-Bandeira,J3,9
VIS,1999,Mestre-Sala e Porta-Bandeira,J2,9.5
VIS,1999,Mestre-Sala e Porta-Bandeira,J1,9
VIS,1999,Samba-Enredo,J2,10
VIS,1999,Samba-Enredo,J1,9.5
VIS,1999,Harmonia,J3,10
VIS,1999,Harmonia,J2,9.5
VIS,1999,Harmonia,J1,9
VIS,1999,Evolução,J3,9
VIS,1999,Evolução,J2,7.5
VIS,1999,Evolução,J1,9
VIS,1999,Enredo,J3,9.5
VIS,1999,Enredo,J2,9.5
VIS,1999,Enredo,J1,9
VIS,1999,Alegorias e Adereços,J3,9
VIS,1999,Alegorias e Adereços,J2,8.5
VIS,1999,Alegorias e Adereços,J1,9.5
VIS,1999,Fantasias,J3,9
VIS,1999,Fantasias,J2,9
VIS,1999,Fantasias,J1,10
BJF,2000,Comissão de Frente,J3,10
BJF,2000,Enredo,J2,10
BJF,2000,Enredo,J1,10
BJF,2000,Conjunto,J3,10
BJF,2000,Conjunto,J2,10
BJF,2000,Conjunto,J1,9.5
BJF,2000,Alegorias e Adereços,J3,10
BJF,2000,Alegorias e Adereços,J2,10
BJF,2000,Alegorias e Adereços,J1,10
BJF,2000,Fantasias,J3,10
BJF,2000,Fantasias,J2,10
BJF,2000,Fantasias,J1,10
BJF,2000,Comissão de Frente,J2,10
BJF,2000,Comissão de Frente,J1,10
BJF,2000,Mestre-Sala e Porta-Bandeira,J3,10
BJF,2000,Mestre-Sala e Porta-Bandeira,J2,9.5
BJF,2000,Mestre-Sala e Porta-Bandeira,J1,10
BJF,2000,Enredo,J3,10
BJF,2000,Evolução,J1,10
BJF,2000,Evolução,J2,10
BJF,2000,Evolução,J3,10
BJF,2000,Harmonia,J1,10
BJF,2000,Harmonia,J2,10
BJF,2000,Harmonia,J3,10
BJF,2000,Samba-Enredo,J1,10
BJF,2000,Samba-Enredo,J2,10
BJF,2000,Samba-Enredo,J3,10
BJF,2000,Bateria,J1,10
BJF,2000,Bateria,J2,10
BJF,2000,Bateria,J3,10
CAP,2000,Samba-Enredo,J3,8.5
CAP,2000,Samba-Enredo,J1,9
CAP,2000,Harmonia,J3,9
CAP,2000,Harmonia,J2,9.5
CAP,2000,Harmonia,J1,9
CAP,2000,Evolução,J3,9
CAP,2000,Evolução,J2,10
CAP,2000,Evolução,J1,9.5
CAP,2000,Enredo,J3,8.5
CAP,2000,Enredo,J2,9
CAP,2000,Enredo,J1,9
CAP,2000,Conjunto,J3,8.5
CAP,2000,Conjunto,J2,9.5
CAP,2000,Conjunto,J1,10
CAP,2000,Alegorias e Adereços,J3,9.5
CAP,2000,Alegorias e Adereços,J2,9
CAP,2000,Alegorias e Adereços,J1,8
CAP,2000,Fantasias,J3,9.5
CAP,2000,Fantasias,J2,9.5
CAP,2000,Fantasias,J1,8.5
CAP,2000,Comissão de Frente,J3,9
CAP,2000,Comissão de Frente,J2,9
CAP,2000,Comissão de Frente,J1,9
CAP,2000,Mestre-Sala e Porta-Bandeira,J3,9.5
CAP,2000,Mestre-Sala e Porta-Bandeira,J2,10
CAP,2000,Mestre-Sala e Porta-Bandeira,J1,10
CAP,2000,Samba-Enredo,J2,8.5
CAP,2000,Bateria,J3,10
CAP,2000,Bateria,J2,9.5
CAP,2000,Bateria,J1,9.5
GRA,2000,Harmonia,J1,10
GRA,2000,Alegorias e Adereços,J3,10
GRA,2000,Harmonia,J2,9.5
GRA,2000,Fantasias,J1,8.5
GRA,2000,Comissão de Frente,J3,9.5
GRA,2000,Comissão de Frente,J2,10
GRA,2000,Comissão de Frente,J1,9.5
GRA,2000,Mestre-Sala e Porta-Bandeira,J3,9
GRA,2000,Mestre-Sala e Porta-Bandeira,J2,9
GRA,2000,Conjunto,J1,10
GRA,2000,Conjunto,J2,9
GRA,2000,Conjunto,J3,9
GRA,2000,Bateria,J3,10
GRA,2000,Bateria,J2,10
GRA,2000,Bateria,J1,10
GRA,2000,Samba-Enredo,J3,9.5
GRA,2000,Samba-Enredo,J2,9.5
GRA,2000,Samba-Enredo,J1,9.5
GRA,2000,Harmonia,J3,9
GRA,2000,Alegorias e Adereços,J2,9.5
GRA,2000,Alegorias e Adereços,J1,9.5
GRA,2000,Fantasias,J3,9.5
GRA,2000,Fantasias,J2,9.5
GRA,2000,Enredo,J1,9.5
GRA,2000,Enredo,J2,10
GRA,2000,Enredo,J3,9.5
GRA,2000,Mestre-Sala e Porta-Bandeira,J1,9
GRA,2000,Evolução,J1,9.5
GRA,2000,Evolução,J2,9
GRA,2000,Evolução,J3,9
IMP,2000,Bateria,J2,10
IMP,2000,Mestre-Sala e Porta-Bandeira,J1,10
IMP,2000,Mestre-Sala e Porta-Bandeira,J2,9.5
IMP,2000,Mestre-Sala e Porta-Bandeira,J3,10
IMP,2000,Comissão de Frente,J1,10
IMP,2000,Comissão de Frente,J2,10
IMP,2000,Comissão de Frente,J3,10
IMP,2000,Fantasias,J1,10
IMP,2000,Fantasias,J2,10
IMP,2000,Fantasias,J3,10
IMP,2000,Alegorias e Adereços,J1,10
IMP,2000,Alegorias e Adereços,J2,10
IMP,2000,Alegorias e Adereços,J3,10
IMP,2000,Conjunto,J1,10
IMP,2000,Conjunto,J2,10
IMP,2000,Conjunto,J3,10
IMP,2000,Enredo,J1,10
IMP,2000,Enredo,J2,10
IMP,2000,Enredo,J3,10
IMP,2000,Evolução,J1,10
IMP,2000,Evolução,J2,10
IMP,2000,Evolução,J3,10
IMP,2000,Harmonia,J1,10
IMP,2000,Harmonia,J2,10
IMP,2000,Harmonia,J3,10
IMP,2000,Samba-Enredo,J1,10
IMP,2000,Samba-Enredo,J2,10
IMP,2000,Samba-Enredo,J3,10
IMP,2000,Bateria,J1,10
IMP,2000,Bateria,J3,10
MAN,2000,Alegorias e Adereços,J3,10
MAN,2000,Evolução,J1,9
MAN,2000,Evolução,J2,9
MAN,2000,Evolução,J3,10
MAN,2000,Harmonia,J1,9
MAN,2000,Harmonia,J2,9.5
MAN,2000,Harmonia,J3,10
MAN,2000,Samba-Enredo,J1,10
MAN,2000,Mestre-Sala e Porta-Bandeira,J1,10
MAN,2000,Mestre-Sala e Porta-Bandeira,J2,9.5
MAN,2000,Mestre-Sala e Porta-Bandeira,J3,10
MAN,2000,Comissão de Frente,J1,10
MAN,2000,Comissão de Frente,J2,10
MAN,2000,Comissão de Frente,J3,10
MAN,2000,Conjunto,J1,9
MAN,2000,Conjunto,J2,10
MAN,2000,Conjunto,J3,9.5
MAN,2000,Enredo,J1,10
MAN,2000,Enredo,J2,9.5
MAN,2000,Enredo,J3,9
MAN,2000,Samba-Enredo,J2,10
MAN,2000,Samba-Enredo,J3,10
MAN,2000,Bateria,J1,10
MAN,2000,Bateria,J2,9.5
MAN,2000,Bateria,J3,9.5
MAN,2000,Fantasias,J1,9
MAN,2000,Fantasias,J2,10
MAN,2000,Fantasias,J3,10
MAN,2000,Alegorias e Adereços,J1,8
MAN,2000,Alegorias e Adereços,J2,10
MOC,2000,Harmonia,J3,10
MOC,2000,Fantasias,J1,10
MOC,2000,Comissão de Frente,J3,10
MOC,2000,Comissão de Frente,J2,10
MOC,2000,Comissão de Frente,J1,10
MOC,2000,Mestre-Sala e Porta-Bandeira,J3,9.5
MOC,2000,Mestre-Sala e Porta-Bandeira,J2,10
MOC,2000,Mestre-Sala e Porta-Bandeira,J1,10
MOC,2000,Bateria,J3,10
MOC,2000,Bateria,J2,10
MOC,2000,Bateria,J1,10
MOC,2000,Samba-Enredo,J2,10
MOC,2000,Samba-Enredo,J3,9.5
MOC,2000,Alegorias e Adereços,J3,10
MOC,2000,Alegorias e Adereços,J2,10
MOC,2000,Alegorias e Adereços,J1,9.5
MOC,2000,Fantasias,J3,10
MOC,2000,Fantasias,J2,10
MOC,2000,Conjunto,J1,10
MOC,2000,Conjunto,J2,10
MOC,2000,Conjunto,J3,10
MOC,2000,Enredo,J1,10
MOC,2000,Enredo,J2,10
MOC,2000,Enredo,J3,9.5
MOC,2000,Evolução,J1,10
MOC,2000,Evolução,J2,10
MOC,2000,Evolução,J3,10
MOC,2000,Harmonia,J1,10
MOC,2000,Harmonia,J2,9.5
MOC,2000,Samba-Enredo,J1,10
POR,2000,Evolução,J1,9.5
POR,2000,Bateria,J3,10
POR,2000,Bateria,J2,10
POR,2000,Bateria,J1,10
POR,2000,Samba-Enredo,J3,8.5
POR,2000,Samba-Enredo,J2,10
POR,2000,Samba-Enredo,J1,10
POR,2000,Harmonia,J3,8.5
POR,2000,Harmonia,J2,9.5
POR,2000,Harmonia,J1,9
POR,2000,Evolução,J3,9
POR,2000,Evolução,J2,9.5
POR,2000,Enredo,J3,9.5
POR,2000,Enredo,J2,8.5
POR,2000,Enredo,J1,10
POR,2000,Conjunto,J3,9
POR,2000,Conjunto,J2,9
POR,2000,Conjunto,J1,9
POR,2000,Alegorias e Adereços,J3,8.5
POR,2000,Alegorias e Adereços,J2,9
POR,2000,Alegorias e Adereços,J1,8
POR,2000,Fantasias,J3,9
POR,2000,Fantasias,J2,9
POR,2000,Fantasias,J1,8
POR,2000,Comissão de Frente,J3,9
POR,2000,Comissão de Frente,J2,10
POR,2000,Comissão de Frente,J1,9
POR,2000,Mestre-Sala e Porta-Bandeira,J3,9.5
POR,2000,Mestre-Sala e Porta-Bandeira,J2,9.5
POR,2000,Mestre-Sala e Porta-Bandeira,J1,9
PPE,2000,Conjunto,J3,9
PPE,2000,Enredo,J1,8.5
PPE,2000,Enredo,J2,9
PPE,2000,Enredo,J3,8.5
PPE,2000,Evolução,J1,9
PPE,2000,Evolução,J2,9.5
PPE,2000,Evolução,J3,9
PPE,2000,Harmonia,J1,9
PPE,2000,Harmonia,J2,9.5
PPE,2000,Harmonia,J3,8.5
PPE,2000,Samba-Enredo,J1,8
PPE,2000,Samba-Enredo,J2,8.5
PPE,2000,Mestre-Sala e Porta-Bandeira,J1,9
PPE,2000,Mestre-Sala e Porta-Bandeira,J2,8.5
PPE,2000,Mestre-Sala e Porta-Bandeira,J3,9
PPE,2000,Comissão de Frente,J1,9.5
PPE,2000,Comissão de Frente,J2,9.5
PPE,2000,Comissão de Frente,J3,9
PPE,2000,Fantasias,J1,8
PPE,2000,Samba-Enredo,J3,9
PPE,2000,Bateria,J1,9
PPE,2000,Bateria,J2,9
PPE,2000,Bateria,J3,9
PPE,2000,Fantasias,J2,9
PPE,2000,Fantasias,J3,9.5
PPE,2000,Alegorias e Adereços,J1,8
PPE,2000,Alegorias e Adereços,J2,9
PPE,2000,Alegorias e Adereços,J3,10
PPE,2000,Conjunto,J1,10
PPE,2000,Conjunto,J2,8.5
SAL,2000,Alegorias e Adereços,J2,9.5
SAL,2000,Conjunto,J1,10
SAL,2000,Conjunto,J2,10
SAL,2000,Conjunto,J3,9.5
SAL,2000,Enredo,J1,10
SAL,2000,Enredo,J2,9
SAL,2000,Enredo,J3,10
SAL,2000,Evolução,J1,10
SAL,2000,Evolução,J2,10
SAL,2000,Evolução,J3,9.5
SAL,2000,Harmonia,J1,10
SAL,2000,Harmonia,J2,10
SAL,2000,Comissão de Frente,J1,10
SAL,2000,Mestre-Sala e Porta-Bandeira,J3,9.5
SAL,2000,Mestre-Sala e Porta-Bandeira,J2,9.5
SAL,2000,Mestre-Sala e Porta-Bandeira,J1,9
SAL,2000,Harmonia,J3,9
SAL,2000,Samba-Enredo,J1,9.5
SAL,2000,Samba-Enredo,J2,9.5
SAL,2000,Samba-Enredo,J3,9.5
SAL,2000,Bateria,J1,10
SAL,2000,Bateria,J2,10
SAL,2000,Bateria,J3,10
SAL,2000,Comissão de Frente,J2,9.5
SAL,2000,Comissão de Frente,J3,10
SAL,2000,Fantasias,J1,9.5
SAL,2000,Fantasias,J2,9.5
SAL,2000,Fantasias,J3,10
SAL,2000,Alegorias e Adereços,J1,8.5
SAL,2000,Alegorias e Adereços,J3,10
TIJ,2000,Samba-Enredo,J3,9.5
TIJ,2000,Bateria,J1,9.5
TIJ,2000,Bateria,J2,9.5
TIJ,2000,Bateria,J3,10
TIJ,2000,Evolução,J2,10
TIJ,2000,Evolução,J3,10
TIJ,2000,Harmonia,J1,10
TIJ,2000,Harmonia,J2,10
TIJ,2000,Alegorias e Adereços,J2,9.5
TIJ,2000,Alegorias e Adereços,J1,9
TIJ,2000,Fantasias,J3,10
TIJ,2000,Fantasias,J2,9.5
TIJ,2000,Fantasias,J1,10
TIJ,2000,Comissão de Frente,J3,10
TIJ,2000,Comissão de Frente,J2,10
TIJ,2000,Comissão de Frente,J1,10
TIJ,2000,Mestre-Sala e Porta-Bandeira,J3,10
TIJ,2000,Mestre-Sala e Porta-Bandeira,J2,10
TIJ,2000,Mestre-Sala e Porta-Bandeira,J1,10
TIJ,2000,Harmonia,J3,9.5
TIJ,2000,Samba-Enredo,J1,10
TIJ,2000,Samba-Enredo,J2,10
TIJ,2000,Evolução,J1,9.5
TIJ,2000,Alegorias e Adereços,J3,10
TIJ,2000,Conjunto,J1,10
TIJ,2000,Conjunto,J2,10
TIJ,2000,Conjunto,J3,9
TIJ,2000,Enredo,J1,9
TIJ,2000,Enredo,J2,10
TIJ,2000,Enredo,J3,9.5
TRD,2000,Bateria,J2,9
TRD,2000,Alegorias e Adereços,J1,8.5
TRD,2000,Fantasias,J3,9
TRD,2000,Fantasias,J2,10
TRD,2000,Fantasias,J1,9.5
TRD,2000,Comissão de Frente,J3,9
TRD,2000,Comissão de Frente,J2,9.5
TRD,2000,Comissão de Frente,J1,9
TRD,2000,Mestre-Sala e Porta-Bandeira,J3,10
TRD,2000,Mestre-Sala e Porta-Bandeira,J2,10
TRD,2000,Mestre-Sala e Porta-Bandeira,J1,10
TRD,2000,Enredo,J1,9
TRD,2000,Bateria,J3,9.5
TRD,2000,Alegorias e Adereços,J2,9.5
TRD,2000,Alegorias e Adereços,J3,9
TRD,2000,Conjunto,J1,9
TRD,2000,Conjunto,J2,8.5
TRD,2000,Conjunto,J3,9
TRD,2000,Enredo,J2,10
TRD,2000,Enredo,J3,9
TRD,2000,Evolução,J1,9
TRD,2000,Evolução,J2,9.5
TRD,2000,Evolução,J3,8.5
TRD,2000,Harmonia,J1,9
TRD,2000,Harmonia,J2,9.5
TRD,2000,Harmonia,J3,7.5
TRD,2000,Samba-Enredo,J1,9
TRD,2000,Samba-Enredo,J2,8
TRD,2000,Samba-Enredo,J3,9.5
TRD,2000,Bateria,J1,9
UNI,2000,Fantasias,J1,9
UNI,2000,Mestre-Sala e Porta-Bandeira,J1,10
UNI,2000,Mestre-Sala e Porta-Bandeira,J2,10
UNI,2000,Mestre-Sala e Porta-Bandeira,J3,10
UNI,2000,Comissão de Frente,J1,9.5
UNI,2000,Comissão de Frente,J2,10
UNI,2000,Comissão de Frente,J3,9
UNI,2000,Fantasias,J2,9
UNI,2000,Fantasias,J3,9.5
UNI,2000,Alegorias e Adereços,J1,8
UNI,2000,Alegorias e Adereços,J2,9.5
UNI,2000,Alegorias e Adereços,J3,9.5
UNI,2000,Conjunto,J1,9.5
UNI,2000,Conjunto,J2,10
UNI,2000,Conjunto,J3,9
UNI,2000,Enredo,J1,10
UNI,2000,Enredo,J2,9.5
UNI,2000,Enredo,J3,9.5
UNI,2000,Evolução,J1,10
UNI,2000,Evolução,J2,10
UNI,2000,Evolução,J3,10
UNI,2000,Harmonia,J1,10
UNI,2000,Harmonia,J2,10
UNI,2000,Harmonia,J3,10
UNI,2000,Samba-Enredo,J1,9
UNI,2000,Samba-Enredo,J2,8.5
UNI,2000,Samba-Enredo,J3,8.5
UNI,2000,Bateria,J1,10
UNI,2000,Bateria,J2,10
UNI,2000,Bateria,J3,10
VIR,2000,Bateria,J3,10
VIR,2000,Samba-Enredo,J2,10
VIR,2000,Samba-Enredo,J3,10
VIR,2000,Comissão de Frente,J2,10
VIR,2000,Comissão de Frente,J1,10
VIR,2000,Mestre-Sala e Porta-Bandeira,J3,9
VIR,2000,Mestre-Sala e Porta-Bandeira,J2,10
VIR,2000,Samba-Enredo,J1,10
VIR,2000,Mestre-Sala e Porta-Bandeira,J1,10
VIR,2000,Bateria,J1,10
VIR,2000,Bateria,J2,10
VIR,2000,Comissão de Frente,J3,10
VIR,2000,Fantasias,J1,10
VIR,2000,Fantasias,J2,9.5
VIR,2000,Fantasias,J3,10
VIR,2000,Alegorias e Adereços,J1,9.5
VIR,2000,Alegorias e Adereços,J2,10
VIR,2000,Alegorias e Adereços,J3,10
VIR,2000,Conjunto,J1,10
VIR,2000,Conjunto,J2,10
VIR,2000,Conjunto,J3,10
VIR,2000,Enredo,J1,10
VIR,2000,Enredo,J2,10
VIR,2000,Enredo,J3,10
VIR,2000,Evolução,J1,10
VIR,2000,Evolução,J2,10
VIR,2000,Evolução,J3,10
VIR,2000,Harmonia,J1,10
VIR,2000,Harmonia,J2,10
VIR,2000,Harmonia,J3,10
VIS,2000,Enredo,J2,9
VIS,2000,Alegorias e Adereços,J2,9.5
VIS,2000,Alegorias e Adereços,J3,8.5
VIS,2000,Conjunto,J1,9
VIS,2000,Fantasias,J2,9.5
VIS,2000,Fantasias,J1,9
VIS,2000,Comissão de Frente,J3,10
VIS,2000,Comissão de Frente,J2,10
VIS,2000,Comissão de Frente,J1,9
VIS,2000,Mestre-Sala e Porta-Bandeira,J3,9
VIS,2000,Mestre-Sala e Porta-Bandeira,J2,7
VIS,2000,Bateria,J3,10
VIS,2000,Bateria,J2,9.5
VIS,2000,Bateria,J1,10
VIS,2000,Samba-Enredo,J3,9
VIS,2000,Samba-Enredo,J2,10
VIS,2000,Samba-Enredo,J1,10
VIS,2000,Mestre-Sala e Porta-Bandeira,J1,8
VIS,2000,Alegorias e Adereços,J1,7
VIS,2000,Fantasias,J3,9
VIS,2000,Harmonia,J3,8
VIS,2000,Harmonia,J2,9.5
VIS,2000,Harmonia,J1,9
VIS,2000,Evolução,J3,9
VIS,2000,Evolução,J2,10
VIS,2000,Evolução,J1,9.5
VIS,2000,Enredo,J3,9
VIS,2000,Enredo,J1,8.5
VIS,2000,Conjunto,J3,9
VIS,2000,Conjunto,J2,8.5
BJF,2001,Pen.,Pen.,0
BJF,2001,Harmonia,J2,10
BJF,2001,Harmonia,J3,10
BJF,2001,Samba-Enredo,J1,10
BJF,2001,Samba-Enredo,J2,10
BJF,2001,Samba-Enredo,J3,10
BJF,2001,Bateria,J1,10
BJF,2001,Bateria,J2,10
BJF,2001,Bateria,J3,10
BJF,2001,Harmonia,J1,10
BJF,2001,Evolução,J3,10
BJF,2001,Evolução,J2,10
BJF,2001,Evolução,J1,10
BJF,2001,Enredo,J3,10
BJF,2001,Enredo,J2,10
BJF,2001,Enredo,J1,10
BJF,2001,Conjunto,J3,10
BJF,2001,Conjunto,J2,10
BJF,2001,Conjunto,J1,10
BJF,2001,Alegorias e Adereços,J3,10
BJF,2001,Alegorias e Adereços,J2,10
BJF,2001,Alegorias e Adereços,J1,9.5
BJF,2001,Fantasias,J3,10
BJF,2001,Fantasias,J2,10
BJF,2001,Fantasias,J1,10
BJF,2001,Comissão de Frente,J3,10
BJF,2001,Comissão de Frente,J2,10
BJF,2001,Comissão de Frente,J1,10
BJF,2001,Mestre-Sala e Porta-Bandeira,J3,10
BJF,2001,Mestre-Sala e Porta-Bandeira,J2,10
BJF,2001,Mestre-Sala e Porta-Bandeira,J1,10
CAP,2001,Pen.,Pen.,0
CAP,2001,Evolução,J3,8
CAP,2001,Evolução,J2,9.5
CAP,2001,Evolução,J1,10
CAP,2001,Harmonia,J2,8.5
CAP,2001,Harmonia,J3,10
CAP,2001,Samba-Enredo,J1,9.5
CAP,2001,Samba-Enredo,J2,9
CAP,2001,Enredo,J3,9.5
CAP,2001,Enredo,J2,9
CAP,2001,Enredo,J1,10
CAP,2001,Conjunto,J3,9
CAP,2001,Conjunto,J2,10
CAP,2001,Conjunto,J1,8
CAP,2001,Alegorias e Adereços,J3,10
CAP,2001,Alegorias e Adereços,J2,10
CAP,2001,Alegorias e Adereços,J1,8.5
CAP,2001,Fantasias,J2,9.5
CAP,2001,Fantasias,J1,9
CAP,2001,Comissão de Frente,J3,10
CAP,2001,Comissão de Frente,J2,10
CAP,2001,Comissão de Frente,J1,9.5
CAP,2001,Mestre-Sala e Porta-Bandeira,J3,8.5
CAP,2001,Mestre-Sala e Porta-Bandeira,J2,9
CAP,2001,Mestre-Sala e Porta-Bandeira,J1,9.5
CAP,2001,Fantasias,J3,9
CAP,2001,Samba-Enredo,J3,10
CAP,2001,Harmonia,J1,8
CAP,2001,Bateria,J1,10
CAP,2001,Bateria,J2,9
CAP,2001,Bateria,J3,9.5
GRA,2001,Alegorias e Adereços,J3,10
GRA,2001,Mestre-Sala e Porta-Bandeira,J1,9
GRA,2001,Mestre-Sala e Porta-Bandeira,J2,10
GRA,2001,Mestre-Sala e Porta-Bandeira,J3,9
GRA,2001,Comissão de Frente,J1,10
GRA,2001,Comissão de Frente,J2,10
GRA,2001,Comissão de Frente,J3,10
GRA,2001,Fantasias,J1,10
GRA,2001,Fantasias,J2,10
GRA,2001,Fantasias,J3,10
GRA,2001,Alegorias e Adereços,J1,9
GRA,2001,Alegorias e Adereços,J2,8
GRA,2001,Conjunto,J1,9.5
GRA,2001,Conjunto,J2,9.5
GRA,2001,Conjunto,J3,10
GRA,2001,Enredo,J1,10
GRA,2001,Enredo,J2,10
GRA,2001,Enredo,J3,10
GRA,2001,Evolução,J1,10
GRA,2001,Evolução,J2,9.5
GRA,2001,Evolução,J3,10
GRA,2001,Harmonia,J1,10
GRA,2001,Harmonia,J2,9
GRA,2001,Harmonia,J3,9.5
GRA,2001,Samba-Enredo,J1,9.5
GRA,2001,Samba-Enredo,J2,9.5
GRA,2001,Samba-Enredo,J3,10
GRA,2001,Bateria,J1,10
GRA,2001,Bateria,J2,10
GRA,2001,Bateria,J3,10
GRA,2001,Pen.,Pen.,-3
IMP,2001,Alegorias e Adereços,J1,10
IMP,2001,Alegorias e Adereços,J3,10
IMP,2001,Fantasias,J3,10
IMP,2001,Pen.,Pen.,0
IMP,2001,Bateria,J3,10
IMP,2001,Bateria,J2,10
IMP,2001,Bateria,J1,10
IMP,2001,Samba-Enredo,J3,10
IMP,2001,Samba-Enredo,J2,10
IMP,2001,Samba-Enredo,J1,10
IMP,2001,Harmonia,J3,10
IMP,2001,Harmonia,J2,10
IMP,2001,Harmonia,J1,10
IMP,2001,Evolução,J3,10
IMP,2001,Evolução,J2,10
IMP,2001,Conjunto,J1,10
IMP,2001,Fantasias,J2,10
IMP,2001,Fantasias,J1,10
IMP,2001,Enredo,J1,10
IMP,2001,Enredo,J2,10
IMP,2001,Enredo,J3,10
IMP,2001,Conjunto,J2,10
IMP,2001,Conjunto,J3,10
IMP,2001,Comissão de Frente,J2,10
IMP,2001,Comissão de Frente,J1,10
IMP,2001,Mestre-Sala e Porta-Bandeira,J3,10
IMP,2001,Mestre-Sala e Porta-Bandeira,J2,10
IMP,2001,Mestre-Sala e Porta-Bandeira,J1,10
IMP,2001,Alegorias e Adereços,J2,10
IMP,2001,Comissão de Frente,J3,10
IMP,2001,Evolução,J1,10
ISR,2001,Harmonia,J2,8.5
ISR,2001,Conjunto,J3,8.5
ISR,2001,Enredo,J1,10
ISR,2001,Enredo,J2,9.5
ISR,2001,Mestre-Sala e Porta-Bandeira,J1,10
ISR,2001,Mestre-Sala e Porta-Bandeira,J2,10
ISR,2001,Mestre-Sala e Porta-Bandeira,J3,8.5
ISR,2001,Comissão de Frente,J1,10
ISR,2001,Comissão de Frente,J2,10
ISR,2001,Comissão de Frente,J3,10
ISR,2001,Fantasias,J1,9.5
ISR,2001,Fantasias,J2,8.5
ISR,2001,Fantasias,J3,8.5
ISR,2001,Alegorias e Adereços,J1,8.5
ISR,2001,Alegorias e Adereços,J2,9
ISR,2001,Conjunto,J1,9
ISR,2001,Conjunto,J2,9.5
ISR,2001,Pen.,Pen.,0
ISR,2001,Bateria,J3,9.5
ISR,2001,Bateria,J2,10
ISR,2001,Bateria,J1,9.5
ISR,2001,Samba-Enredo,J3,10
ISR,2001,Samba-Enredo,J2,9
ISR,2001,Samba-Enredo,J1,9.5
ISR,2001,Harmonia,J3,9.5
ISR,2001,Harmonia,J1,9
ISR,2001,Evolução,J3,8
ISR,2001,Evolução,J2,9
ISR,2001,Evolução,J1,9.5
ISR,2001,Enredo,J3,10
ISR,2001,Alegorias e Adereços,J3,10
MAN,2001,Conjunto,J3,10
MAN,2001,Fantasias,J1,10
MAN,2001,Comissão de Frente,J3,10
MAN,2001,Comissão de Frente,J2,10
MAN,2001,Comissão de Frente,J1,10
MAN,2001,Mestre-Sala e Porta-Bandeira,J3,10
MAN,2001,Alegorias e Adereços,J1,9.5
MAN,2001,Alegorias e Adereços,J2,10
MAN,2001,Alegorias e Adereços,J3,10
MAN,2001,Conjunto,J1,10
MAN,2001,Conjunto,J2,10
MAN,2001,Enredo,J1,10
MAN,2001,Evolução,J1,10
MAN,2001,Enredo,J2,10
MAN,2001,Fantasias,J2,9.5
MAN,2001,Fantasias,J3,10
MAN,2001,Mestre-Sala e Porta-Bandeira,J1,10
MAN,2001,Evolução,J3,9.5
MAN,2001,Mestre-Sala e Porta-Bandeira,J2,10
MAN,2001,Evolução,J2,10
MAN,2001,Harmonia,J1,10
MAN,2001,Harmonia,J2,10
MAN,2001,Harmonia,J3,10
MAN,2001,Samba-Enredo,J1,10
MAN,2001,Samba-Enredo,J2,10
MAN,2001,Samba-Enredo,J3,10
MAN,2001,Bateria,J1,10
MAN,2001,Bateria,J2,10
